,maintanance_job_code,eo_code,eo_description,eo_main_description,level_1,level_upper,avearage_day_operation_hours,level_1_description
518,100000084502_41,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
519,100000084502_42,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
520,100000084502_43,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
521,100000084502_44,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
522,100000084502_45,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
523,100000084502_46,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
524,100000084502_47,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
525,100000084502_48,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
526,100000084502_49,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
527,100000084502_50,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
528,100000084502_51,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
529,100000084502_52,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
530,100000084502_53,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
531,100000084502_54,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
532,100000084503_36,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
533,100000084503_37,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
534,100000084503_38,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
535,100000084503_39,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
536,100000084503_40,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
537,100000084503_41,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
538,100000084503_42,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
539,100000084503_43,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
540,100000084503_44,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
541,100000084503_45,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
542,100000084503_46,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
543,100000084503_47,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
544,100000084503_48,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
545,100000084503_49,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
546,100000084503_50,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
547,100000084503_51,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
548,100000084503_52,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
549,100000084503_53,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
550,100000084503_54,100000084503,Самосвал карьерный 730E-10 №48,Самосвал карьерный 730E-10 №48,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
551,100000084504_36,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
552,100000084504_37,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
553,100000084504_38,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
554,100000084504_39,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
555,100000084504_40,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
556,100000084504_41,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
557,100000084504_42,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
558,100000084504_43,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
559,100000084504_44,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
560,100000084504_45,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
561,100000084504_46,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
562,100000084504_47,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
563,100000084504_48,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
564,100000084504_49,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
565,100000084504_50,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
566,100000084504_51,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
567,100000084504_52,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
568,100000084504_53,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
569,100000084504_54,100000084504,Самосвал карьерный 730E-10 №49,Самосвал карьерный 730E-10 №49,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
570,100000084505_36,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
571,100000084505_37,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
572,100000084505_38,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
573,100000084505_39,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
574,100000084505_40,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
575,100000084505_41,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
576,100000084505_42,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
577,100000084505_43,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
578,100000084505_44,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
579,100000084505_45,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
580,100000084505_46,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
581,100000084505_47,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
582,100000084505_48,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
583,100000084505_49,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
584,100000084505_50,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
585,100000084505_51,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
586,100000084505_52,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
587,100000084505_53,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
588,100000084505_54,100000084505,Самосвал карьерный 730E-10 №50,Самосвал карьерный 730E-10 №50,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
589,100000084506_36,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
590,100000084506_37,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
591,100000084506_38,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
592,100000084506_39,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
593,100000084506_40,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
594,100000084506_41,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
595,100000084506_42,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
596,100000084506_43,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
597,100000084506_44,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
598,100000084506_45,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
599,100000084506_46,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
600,100000084506_47,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
601,100000084506_48,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
602,100000084506_49,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
603,100000084506_50,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
604,100000084506_51,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
605,100000084506_52,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
606,100000084506_53,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
607,100000084506_54,100000084506,Самосвал карьерный 730E-10 №51,Самосвал карьерный 730E-10 №51,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
608,100000084384_1,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
609,100000084384_2,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
610,100000084384_3,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
611,100000084384_4,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
612,100000084384_5,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
613,100000084384_6,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
614,100000084384_7,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
615,100000084384_8,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
616,100000084384_9,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
617,100000084384_10,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
618,100000084384_11,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
619,100000084384_12,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
620,100000084384_13,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
621,100000084384_14,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
622,100000084384_15,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
623,100000084384_16,100000084384,Самосвал карьерный HD1500-7 №1,Самосвал карьерный HD1500-7 №1,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
624,100000084385_1,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
625,100000084385_2,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
626,100000084385_3,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
627,100000084385_4,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
628,100000084385_5,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
629,100000084385_6,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
630,100000084385_7,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
631,100000084385_8,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
632,100000084385_9,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
633,100000084385_10,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
634,100000084385_11,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
635,100000084385_12,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
636,100000084385_13,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
637,100000084385_14,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
638,100000084385_15,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
639,100000084385_16,100000084385,Самосвал карьерный HD1500-7 №2,Самосвал карьерный HD1500-7 №2,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
640,100000084386_1,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
641,100000084386_2,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
642,100000084386_3,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
643,100000084386_4,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
644,100000084386_5,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
645,100000084386_6,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
646,100000084386_7,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
647,100000084386_8,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
648,100000084386_9,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
649,100000084386_10,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
650,100000084386_11,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
651,100000084386_12,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
652,100000084386_13,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
653,100000084386_14,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
654,100000084386_15,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
655,100000084386_16,100000084386,Самосвал карьерный HD1500-7 №3,Самосвал карьерный HD1500-7 №3,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
656,100000084387_1,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
657,100000084387_2,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
658,100000084387_3,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
659,100000084387_4,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
660,100000084387_5,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
661,100000084387_6,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
662,100000084387_7,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
663,100000084387_8,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
664,100000084387_9,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
665,100000084387_10,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
666,100000084387_11,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
667,100000084387_12,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
668,100000084387_13,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
669,100000084387_14,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
670,100000084387_15,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
671,100000084387_16,100000084387,Самосвал карьерный HD1500-7 №4,Самосвал карьерный HD1500-7 №4,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
672,100000084388_1,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
673,100000084388_2,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
674,100000084388_3,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
675,100000084388_4,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
676,100000084388_5,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
677,100000084388_6,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
678,100000084388_7,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
679,100000084388_8,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
680,100000084388_9,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
681,100000084388_10,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
682,100000084388_11,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
683,100000084388_12,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
684,100000084388_13,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
685,100000084388_14,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
686,100000084388_15,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
687,100000084388_16,100000084388,Самосвал карьерный HD1500-7 №5,Самосвал карьерный HD1500-7 №5,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
688,100000084389_1,100000084389,Самосвал карьерный HD1500-7 №6,Самосвал карьерный HD1500-7 №6,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
689,100000084389_2,100000084389,Самосвал карьерный HD1500-7 №6,Самосвал карьерный HD1500-7 №6,first05,05-KAR-UTTR-K158,23.5,Полюс Магадан
