,Дата,Категория работ,"Запланированный простой, час","Межсервисная наработка, час",Наименование ЕО
1151,08.05.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1152,20.05.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1153,31.05.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1154,12.06.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1155,24.06.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1156,06.07.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1157,17.07.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1158,29.07.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1159,10.08.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1160,21.08.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1161,02.09.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1162,14.09.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1163,25.09.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1164,07.10.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1165,19.10.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1166,30.10.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1167,11.11.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1168,23.11.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1169,04.12.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1170,16.12.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1171,28.12.2023,ТР,14.0,250,Самосвал карьерный 785C №401
1172,09.01.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1173,20.01.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1174,01.02.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1175,13.02.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1176,24.02.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1177,07.03.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1178,19.03.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1179,30.03.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1180,11.04.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1181,23.04.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1182,04.05.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1183,16.05.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1184,28.05.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1185,08.06.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1186,20.06.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1187,02.07.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1188,14.07.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1189,25.07.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1190,06.08.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1191,18.08.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1192,29.08.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1193,10.09.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1194,22.09.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1195,03.10.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1196,15.10.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1197,27.10.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1198,07.11.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1199,19.11.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1200,01.12.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1201,12.12.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1202,24.12.2024,ТР,14.0,250,Самосвал карьерный 785C №401
1203,05.01.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1204,17.01.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1205,28.01.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1206,09.02.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1207,21.02.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1208,04.03.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1209,16.03.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1210,28.03.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1211,08.04.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1212,20.04.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1213,02.05.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1214,13.05.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1215,25.05.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1216,06.06.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1217,17.06.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1218,29.06.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1219,11.07.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1220,23.07.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1221,03.08.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1222,15.08.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1223,27.08.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1224,07.09.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1225,19.09.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1226,01.10.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1227,12.10.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1228,24.10.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1229,05.11.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1230,16.11.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1231,28.11.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1232,10.12.2025,ТР,14.0,250,Самосвал карьерный 785C №401
1233,21.12.2025,ТР,14.0,250,Самосвал карьерный 785C №401
